Planting_ID,Plant_ID,Plant_season_ID,Plantation_area_ID,Crop_density,Growth_stage_ID,Fertilizer_usage,Pest_pressure,Timestamp
1,1,1,1,10.02693778,1,102.7245311,4.281976212,2025-01-05 00:00:00
1,1,3,1,11.432462,2,136.0290993,45.20504157,2025-01-05 01:00:00
1,1,1,3,16.21377419,1,69.78095458,83.04973571,2025-01-05 02:00:00
1,1,3,3,17.14131135,2,186.9294299,3.976145352,2025-01-05 03:00:00
1,1,1,2,12.46346703,1,165.7936614,21.71469306,2025-01-05 04:00:00
1,1,2,1,14.85997325,3,163.6004079,89.47333636,2025-01-05 05:00:00
1,1,2,3,7.985093996,3,184.3549224,33.91551511,2025-01-05 06:00:00
1,1,2,3,7.284444179,3,118.5900804,88.79185465,2025-01-05 07:00:00
1,1,2,1,7.411669392,3,125.6699405,69.62919255,2025-01-05 08:00:00
1,1,2,2,10.6425008,3,130.3747528,69.65347817,2025-01-05 09:00:00
1,1,1,3,15.94505351,1,172.4208991,5.211421653,2025-01-05 10:00:00
1,1,1,3,5.484538542,1,81.77991297,29.13715743,2025-01-05 11:00:00
2,2,3,3,17.40310422,2,162.7090448,91.21045169,2025-01-01 08:00:00
2,2,1,3,14.25606549,1,60.31843581,15.84937292,2025-01-02 08:00:00
2,2,3,1,9.989453729,2,90.03807057,52.25777314,2025-01-03 08:00:00
2,2,1,1,7.358802371,1,121.5697907,52.05437488,2025-01-04 08:00:00
2,2,1,2,8.262650457,1,135.4694482,55.32698828,2025-01-05 08:00:00
2,2,1,2,10.35165178,1,156.8334995,63.23212381,2025-01-06 08:00:00
2,2,2,1,12.17747571,3,70.01148159,49.22027463,2025-01-07 08:00:00
2,2,2,2,13.4968606,3,69.14234894,62.61306468,2025-01-08 08:00:00
2,2,3,3,5.778014622,2,127.2363732,73.55118792,2025-01-09 08:00:00
2,2,1,3,12.5503041,1,97.43424879,73.15099475,2025-01-10 08:00:00
2,2,2,2,13.10325264,3,143.015172,31.93416462,2025-01-11 08:00:00
2,2,1,2,8.319287109,1,130.0754337,45.22873453,2025-01-12 08:00:00
2,2,3,3,12.54936689,2,156.5443355,46.38213415,2025-01-13 08:00:00
2,2,3,2,8.480648426,2,64.90979249,4.178685434,2025-01-14 08:00:00
2,2,2,1,14.14616495,3,163.9162298,70.05089555,2025-01-15 08:00:00
2,2,1,1,8.07616062,1,83.27572112,88.47086463,2025-01-16 08:00:00
2,2,3,3,10.86753536,2,111.6976544,12.79989999,2025-01-17 08:00:00
2,2,1,3,13.67233402,1,102.3251077,34.75603919,2025-01-18 08:00:00
2,2,2,2,17.54502485,3,166.5723152,25.57019969,2025-01-19 08:00:00
2,2,2,2,13.71699862,3,55.12069481,86.71488486,2025-01-20 08:00:00
2,2,3,3,9.154772074,2,169.5365984,94.91474203,2025-01-21 08:00:00
2,2,1,3,7.470003928,1,86.61070678,26.76354362,2025-01-22 08:00:00
2,2,1,2,5.201145336,1,58.47081771,83.78298077,2025-01-23 08:00:00
2,2,3,3,18.19873966,2,178.584026,57.89451147,2025-01-24 08:00:00
2,2,3,3,13.4117258,2,179.6905813,40.98109661,2025-01-25 08:00:00
2,2,2,3,9.752331184,3,128.9976256,72.02096614,2025-01-26 08:00:00
2,2,2,2,18.60038723,3,116.7154631,13.05997551,2025-01-27 08:00:00
2,2,1,1,15.23795742,1,109.0361329,9.183958155,2025-01-28 08:00:00
2,2,3,2,12.61737393,2,79.36313101,43.37352602,2025-01-29 08:00:00
2,2,3,3,10.48183001,2,194.4653718,62.56639832,2025-01-30 08:00:00
2,2,3,1,5.136479449,2,138.7770689,1.472284351,2025-01-31 08:00:00
2,2,1,1,8.441099099,1,68.20600731,32.11604557,2025-02-01 08:00:00
2,2,3,2,12.315469,2,62.52098834,68.69956435,2025-02-02 08:00:00
2,2,3,1,5.472700147,2,98.30050187,72.31552202,2025-02-03 08:00:00
2,2,1,1,7.909937166,1,138.2400784,15.7257541,2025-02-04 08:00:00
2,2,1,1,8.957046138,1,148.0560576,97.08582628,2025-02-05 08:00:00
2,2,1,2,13.5915202,1,181.3563677,38.86997023,2025-02-06 08:00:00
2,2,2,1,14.5286641,3,177.3899731,33.13221992,2025-02-07 08:00:00
2,2,1,3,19.93266307,1,175.053135,53.36238643,2025-02-08 08:00:00
2,2,1,2,12.70887706,1,161.2734918,37.19198005,2025-02-09 08:00:00
2,2,3,2,7.805512641,2,79.44767278,76.31931037,2025-02-10 08:00:00
2,2,2,1,7.044954448,3,132.2087712,0.561421019,2025-02-11 08:00:00
2,2,2,2,9.304912978,3,166.0472794,0.038103338,2025-02-12 08:00:00
2,2,1,3,7.484177608,1,132.8852173,20.80161742,2025-02-13 08:00:00
2,2,2,3,12.51676696,3,173.4000279,57.08770913,2025-02-14 08:00:00
2,2,1,3,6.179459217,1,69.14680303,27.91645472,2025-02-15 08:00:00
2,2,2,2,14.25565105,3,107.431164,8.67008252,2025-02-16 08:00:00
2,2,1,3,14.8989923,1,115.0232978,79.47041444,2025-02-17 08:00:00
2,2,3,3,18.84619636,2,105.3826173,55.00597879,2025-02-18 08:00:00
2,2,2,1,10.16168303,3,60.87918052,99.89974644,2025-02-19 08:00:00
2,2,2,3,15.44392518,3,64.62263325,35.86732171,2025-02-20 08:00:00
2,2,3,1,10.69041089,2,128.2318852,62.75573114,2025-02-21 08:00:00
2,2,3,2,17.84344301,2,149.4229876,99.87193498,2025-02-22 08:00:00
2,2,2,1,16.15676622,3,53.06463217,52.33152627,2025-02-23 08:00:00
2,2,1,3,15.98433226,1,148.7780416,11.17464954,2025-02-24 08:00:00
2,2,1,3,16.04239814,1,95.12348051,18.97444432,2025-02-25 08:00:00
2,2,3,3,17.830242,2,151.1960334,20.01839654,2025-02-26 08:00:00
2,2,1,2,11.7798008,1,170.4701872,11.56682925,2025-02-27 08:00:00
2,2,3,1,18.44033846,2,118.1571789,40.46034151,2025-02-28 08:00:00
2,2,2,1,6.752577797,3,97.04732635,74.16172433,2025-03-01 08:00:00
2,2,3,2,12.64764755,2,129.4272078,10.36441209,2025-03-02 08:00:00
2,2,1,3,12.35777406,1,111.929869,14.658271,2025-03-03 08:00:00
2,2,3,2,17.65818883,2,185.4679867,50.94086545,2025-03-04 08:00:00
2,2,3,3,14.08090779,2,156.8061153,18.22983798,2025-03-05 08:00:00
2,2,2,1,6.353349426,3,179.1024591,78.09352144,2025-03-06 08:00:00
2,2,1,2,15.24964978,1,96.76359102,98.67892996,2025-03-07 08:00:00
2,2,2,2,6.289926998,3,74.37916665,83.34257057,2025-03-08 08:00:00
2,2,1,1,7.028913355,1,156.2244474,81.54280711,2025-03-09 08:00:00
2,2,1,2,11.4926219,1,50.51379041,16.63956422,2025-03-10 08:00:00
2,2,3,3,17.79699294,2,56.75320572,24.09882563,2025-03-11 08:00:00
2,2,2,3,8.191553412,3,80.95851654,39.94142728,2025-03-12 08:00:00
2,2,1,1,5.694703592,1,86.32779065,70.61923113,2025-03-13 08:00:00
2,2,3,1,12.02126802,2,125.6734063,47.3621857,2025-03-14 08:00:00
2,2,3,2,19.81071877,2,83.55117941,62.30045967,2025-03-15 08:00:00
2,2,2,1,11.71694676,3,72.83044952,51.11855813,2025-03-16 08:00:00
2,2,3,2,10.35857301,2,118.7555618,10.03038798,2025-03-17 08:00:00
2,2,3,2,11.18180794,2,72.75606821,57.01158612,2025-03-18 08:00:00
2,2,3,1,5.414770672,2,88.40605515,44.74638447,2025-03-19 08:00:00
2,2,2,3,9.164329484,3,111.1151102,5.081291416,2025-03-20 08:00:00
2,2,1,1,14.38172388,1,183.8360159,96.47137924,2025-03-21 08:00:00
2,2,2,3,7.911198715,3,117.779192,50.71018392,2025-03-22 08:00:00
2,2,2,2,5.461923402,3,132.0061879,45.54954263,2025-03-23 08:00:00
2,2,3,3,5.850574917,2,153.6005241,43.67301931,2025-03-24 08:00:00
2,2,2,2,5.796895313,3,109.8433998,57.41985879,2025-03-25 08:00:00
2,2,2,1,16.94774084,3,191.4839475,4.494926318,2025-03-26 08:00:00
2,2,3,3,6.436891055,2,132.1860493,94.98265613,2025-03-27 08:00:00
2,2,3,3,16.91467982,2,163.201588,83.86720482,2025-03-28 08:00:00
2,2,1,1,13.23321974,1,184.6117051,31.69948129,2025-03-29 08:00:00
2,2,2,1,8.082137766,3,119.7061576,2.441119194,2025-03-30 08:00:00
2,2,1,3,19.39015242,1,113.7872515,56.43846685,2025-03-31 08:00:00
2,2,2,1,15.06971739,3,79.49257075,76.468688,2025-04-01 08:00:00
2,2,3,1,12.19923481,2,69.08408655,95.38151252,2025-04-02 08:00:00
2,2,3,1,11.60929848,2,51.70800526,73.88308625,2025-04-03 08:00:00
2,2,3,2,17.48967414,2,107.8006415,64.99441265,2025-04-04 08:00:00
2,2,1,3,13.33500294,1,168.1598366,43.88541612,2025-04-05 08:00:00
2,2,2,3,9.965544067,3,157.4803825,47.73270601,2025-04-06 08:00:00
2,2,1,1,8.069727711,1,87.94052549,32.76954018,2025-04-07 08:00:00
2,2,1,3,5.194486689,1,129.9646297,99.42325185,2025-04-08 08:00:00
2,2,3,2,14.17929793,2,191.1797473,27.71774119,2025-04-09 08:00:00
2,2,1,1,6.310274385,1,155.8467472,99.38119141,2025-04-10 08:00:00
3,3,2,3,19.53813765,3,62.12247787,84.21808845,2025-01-01 08:00:00
3,3,2,2,9.493220479,3,59.7022882,33.11562593,2025-01-02 08:00:00
3,3,3,2,17.48414845,2,144.3349194,38.18364849,2025-01-03 08:00:00
3,3,3,3,14.22267944,2,168.059135,95.48733256,2025-01-04 08:00:00
3,3,3,2,6.416859996,2,50.23297973,91.48492905,2025-01-05 08:00:00
3,3,3,2,19.20248672,2,83.42295509,64.85282445,2025-01-06 08:00:00
3,3,2,3,19.77649615,3,97.36706385,44.93988023,2025-01-07 08:00:00
3,3,1,3,7.529905341,1,129.0487393,66.08846416,2025-01-08 08:00:00
3,3,2,1,12.16273388,3,124.790944,27.82289426,2025-01-09 08:00:00
3,3,3,3,14.81151035,2,173.1779022,8.822399594,2025-01-10 08:00:00
3,3,2,2,11.37819484,3,65.75033912,69.61771393,2025-01-11 08:00:00
3,3,3,2,5.70561874,2,60.04976133,25.22006356,2025-01-12 08:00:00
3,3,2,1,6.047475623,3,62.91307477,88.80300647,2025-01-13 08:00:00
3,3,1,2,14.11480822,1,124.4759418,47.11808908,2025-01-14 08:00:00
3,3,3,2,9.989466513,2,186.9701869,74.21731936,2025-01-15 08:00:00
3,3,1,1,19.19229439,1,181.7352222,29.54774201,2025-01-16 08:00:00
3,3,1,2,15.41536768,1,198.7702533,1.658364778,2025-01-17 08:00:00
3,3,2,1,10.46647174,3,119.3730416,66.88799367,2025-01-18 08:00:00
3,3,1,3,5.846106294,1,195.9694971,73.59436066,2025-01-19 08:00:00
3,3,2,3,19.87231327,3,133.9892502,94.37990032,2025-01-20 08:00:00
3,3,3,3,17.46545983,2,148.4426526,91.76380436,2025-01-21 08:00:00
3,3,2,3,15.43771644,3,80.62196063,80.56162601,2025-01-22 08:00:00
3,3,2,1,10.99195613,3,142.2521815,15.33348838,2025-01-23 08:00:00
3,3,1,1,12.36802496,1,114.0648348,54.18300583,2025-01-24 08:00:00
3,3,1,1,18.04756724,1,83.18937562,74.51832973,2025-01-25 08:00:00
3,3,3,1,13.63673071,2,174.6626621,78.92375478,2025-01-26 08:00:00
3,3,1,3,19.86023781,1,73.8718846,41.02140412,2025-01-27 08:00:00
3,3,1,3,13.40184013,1,68.57463046,62.45447661,2025-01-28 08:00:00
3,3,1,3,16.62088061,1,64.46738247,26.40204791,2025-01-29 08:00:00
3,3,2,3,14.15848516,3,169.6225906,30.60650041,2025-01-30 08:00:00
3,3,2,3,7.560792782,3,93.72073258,1.047950917,2025-01-31 08:00:00
3,3,1,2,18.26333564,1,152.1965333,46.80424481,2025-02-01 08:00:00
3,3,1,1,15.44394616,1,124.8186153,32.47549497,2025-02-02 08:00:00
3,3,3,1,5.138515868,2,150.6469481,28.75041318,2025-02-03 08:00:00
3,3,3,1,11.86214758,2,84.67342716,39.97010762,2025-02-04 08:00:00
3,3,2,3,15.01094608,3,64.51951608,53.56735876,2025-02-05 08:00:00
3,3,3,1,12.52716323,2,101.3488155,63.31728718,2025-02-06 08:00:00
3,3,1,2,8.694667989,1,115.370566,57.74020377,2025-02-07 08:00:00
3,3,1,1,18.5178493,1,199.6648903,52.28593902,2025-02-08 08:00:00
3,3,3,1,17.2028162,2,156.5803886,57.26210229,2025-02-09 08:00:00
3,3,3,3,17.31392837,2,189.1240521,19.28984364,2025-02-10 08:00:00
3,3,2,2,19.78103048,3,142.9774076,94.17638438,2025-02-11 08:00:00
3,3,3,3,12.2538867,2,59.36474248,28.59284202,2025-02-12 08:00:00
3,3,1,2,5.947842172,1,71.38914955,40.11809547,2025-02-13 08:00:00
3,3,2,2,9.945728891,3,194.711423,23.07550038,2025-02-14 08:00:00
3,3,1,2,18.49712626,1,139.3498004,85.52825244,2025-02-15 08:00:00
3,3,3,2,8.021766292,2,54.33137093,87.17500039,2025-02-16 08:00:00
3,3,3,2,19.1639895,2,89.09424079,56.00946891,2025-02-17 08:00:00
3,3,1,1,11.52580421,1,96.52469268,6.868434213,2025-02-18 08:00:00
3,3,2,1,6.177846202,3,109.2640041,0.902984163,2025-02-19 08:00:00
3,3,3,2,17.18872035,2,86.06635344,30.84127343,2025-02-20 08:00:00
3,3,3,3,8.572042501,2,73.09052931,22.69165983,2025-02-21 08:00:00
3,3,1,3,8.156431144,1,189.5251188,48.72939718,2025-02-22 08:00:00
3,3,1,3,16.13698133,1,150.5625184,73.0469814,2025-02-23 08:00:00
3,3,1,2,8.090644542,1,197.429217,59.80536561,2025-02-24 08:00:00
3,3,3,1,10.43717418,2,84.70099219,39.9733711,2025-02-25 08:00:00
3,3,3,1,6.998926576,2,80.68377651,44.61665719,2025-02-26 08:00:00
3,3,3,3,6.247451741,2,59.70007421,19.6679481,2025-02-27 08:00:00
3,3,1,3,14.5368958,1,119.744337,75.79448728,2025-02-28 08:00:00
3,3,2,2,12.05607401,3,123.3794787,24.32184327,2025-03-01 08:00:00
3,3,1,1,17.90877166,1,54.30901306,77.86972156,2025-03-02 08:00:00
3,3,1,3,19.03260661,1,175.877544,37.86435989,2025-03-03 08:00:00
3,3,2,2,15.04509632,3,117.3293417,33.67684694,2025-03-04 08:00:00
3,3,2,1,9.284375157,3,190.9506636,31.63574943,2025-03-05 08:00:00
3,3,1,2,15.0665697,1,93.50844437,56.10461154,2025-03-06 08:00:00
3,3,2,2,13.80055037,3,98.16274815,1.381714489,2025-03-07 08:00:00
3,3,3,3,6.385149119,2,162.3186557,44.32343258,2025-03-08 08:00:00
3,3,3,1,11.27655395,2,143.988153,39.82218398,2025-03-09 08:00:00
3,3,3,1,14.95327874,2,197.0196718,79.01579291,2025-03-10 08:00:00
3,3,2,2,16.95776187,3,126.4546859,62.38827838,2025-03-11 08:00:00
3,3,2,3,7.188379503,3,53.93529112,71.19900806,2025-03-12 08:00:00
3,3,2,1,9.21158921,3,116.5576436,47.37313922,2025-03-13 08:00:00
3,3,3,2,11.41606344,2,160.1714048,51.23716686,2025-03-14 08:00:00
3,3,3,3,19.38037821,2,82.32626339,43.66419713,2025-03-15 08:00:00
3,3,3,2,12.91150403,2,171.6802132,29.07413498,2025-03-16 08:00:00
3,3,2,3,7.798792879,3,111.9334666,68.90982568,2025-03-17 08:00:00
3,3,3,1,14.57894913,2,63.16795283,28.67587689,2025-03-18 08:00:00
3,3,1,2,12.57581529,1,135.5573318,61.59077512,2025-03-19 08:00:00
3,3,2,1,19.62274272,3,161.1763132,67.03983266,2025-03-20 08:00:00
3,3,3,2,9.867624322,2,72.60430393,44.71999901,2025-03-21 08:00:00
3,3,1,2,13.14218169,1,174.1313663,96.8056628,2025-03-22 08:00:00
3,3,3,1,19.08999869,2,136.662848,21.18877206,2025-03-23 08:00:00
3,3,2,3,19.3835213,3,50.95441788,81.95542228,2025-03-24 08:00:00
3,3,2,2,8.756709674,3,78.15760187,21.63677943,2025-03-25 08:00:00
3,3,2,2,18.06605269,3,72.44552109,24.98202532,2025-03-26 08:00:00
3,3,2,3,13.73679729,3,127.8708224,64.77856577,2025-03-27 08:00:00
3,3,1,1,6.773756642,1,117.7034925,14.8653821,2025-03-28 08:00:00
3,3,2,1,10.3312959,3,55.61326172,85.77149912,2025-03-29 08:00:00
3,3,2,1,8.81435856,3,108.9088757,88.86434098,2025-03-30 08:00:00
3,3,1,1,15.4661878,1,169.0899306,55.69802682,2025-03-31 08:00:00
3,3,3,2,16.09784139,2,95.44522794,85.667418,2025-04-01 08:00:00
3,3,3,3,5.57247077,2,188.7707626,67.64023823,2025-04-02 08:00:00
3,3,2,1,6.083519936,3,168.9357391,78.48669415,2025-04-03 08:00:00
3,3,1,1,19.38638192,1,132.2874164,41.90883446,2025-04-04 08:00:00
3,3,1,2,11.99487872,1,152.2214727,93.4483544,2025-04-05 08:00:00
3,3,3,2,5.88409893,2,79.1030356,58.06263401,2025-04-06 08:00:00
3,3,2,1,13.83142162,3,95.00626344,55.81753262,2025-04-07 08:00:00
3,3,3,1,7.10919076,2,87.89171475,15.4667185,2025-04-08 08:00:00
3,3,3,2,16.23601429,2,170.1991488,38.96876784,2025-04-09 08:00:00
3,3,3,1,8.056156525,2,97.46521533,0.422334035,2025-04-10 08:00:00
4,4,1,3,12.05349858,1,111.4857165,69.1730759,2025-01-01 08:00:00
4,4,3,1,8.925164989,2,196.4317775,61.75227883,2025-01-02 08:00:00
4,4,3,1,7.166826458,2,144.9634769,39.7586181,2025-01-03 08:00:00
4,4,3,1,8.559228963,2,148.3329137,12.56416374,2025-01-04 08:00:00
4,4,3,3,19.51341542,2,129.8354748,77.16387144,2025-01-05 08:00:00
4,4,2,1,7.416228745,3,72.46244618,79.62204538,2025-01-06 08:00:00
4,4,1,1,9.439151632,1,77.50585042,59.98134784,2025-01-07 08:00:00
4,4,1,2,13.22516198,1,93.15715494,5.373403938,2025-01-08 08:00:00
4,4,2,2,15.6002991,3,187.8988084,88.8448623,2025-01-09 08:00:00
4,4,2,3,5.710080188,3,54.3017526,42.1677463,2025-01-10 08:00:00
4,4,2,1,15.09734429,3,121.0317834,94.57030282,2025-01-11 08:00:00
4,4,2,2,19.18412348,3,58.40886177,57.36592852,2025-01-12 08:00:00
4,4,2,2,6.792739945,3,158.5298396,5.95111769,2025-01-13 08:00:00
4,4,3,2,15.65555855,2,156.233394,94.739073,2025-01-14 08:00:00
4,4,3,3,19.31403533,2,98.62938788,11.94718857,2025-01-15 08:00:00
4,4,1,1,7.374789279,1,50.51541591,57.81940593,2025-01-16 08:00:00
4,4,1,1,8.411626508,1,95.3511428,75.99078302,2025-01-17 08:00:00
4,4,1,1,14.21206504,1,118.4832204,16.41125749,2025-01-18 08:00:00
4,4,1,2,11.871471,1,131.5977033,18.6260521,2025-01-19 08:00:00
4,4,2,1,9.560659068,3,186.9055515,83.51429877,2025-01-20 08:00:00
4,4,3,3,11.86300292,2,154.4853159,92.68230074,2025-01-21 08:00:00
4,4,2,1,17.08054552,3,128.8951245,85.89940809,2025-01-22 08:00:00
4,4,3,2,15.81380806,2,184.0629063,12.25495118,2025-01-23 08:00:00
4,4,2,3,16.35928456,3,133.6265344,40.60090225,2025-01-24 08:00:00
4,4,2,2,8.61873123,3,179.1337217,50.39669491,2025-01-25 08:00:00
4,4,2,2,5.181299305,3,96.02627961,81.10348434,2025-01-26 08:00:00
4,4,2,1,16.83907242,3,188.2341126,43.55941361,2025-01-27 08:00:00
4,4,1,1,7.80599528,1,60.38948499,58.07847311,2025-01-28 08:00:00
4,4,1,1,13.029753,1,137.9669481,96.13281316,2025-01-29 08:00:00
4,4,3,2,8.478721409,2,71.51163528,23.3849537,2025-01-30 08:00:00
4,4,1,2,8.556008377,1,183.565535,3.365886185,2025-01-31 08:00:00
4,4,2,1,8.80478956,3,187.6363496,22.21187481,2025-02-01 08:00:00
4,4,3,3,5.881382902,2,126.3408697,31.65100193,2025-02-02 08:00:00
4,4,1,3,6.146769358,1,197.9574087,68.81630538,2025-02-03 08:00:00
4,4,1,3,11.45371842,1,56.04815367,29.42040947,2025-02-04 08:00:00
4,4,1,1,16.84070561,1,197.8552942,48.70216636,2025-02-05 08:00:00
4,4,1,2,17.28044392,1,146.8766571,23.51005811,2025-02-06 08:00:00
4,4,1,3,15.1640228,1,89.51464709,11.37568789,2025-02-07 08:00:00
