Soils_ID,Nitrogen,Phosphorus,Potassium,PH,Soil_moisture,Soil_type_ID,Organic_matter
53,93,56,42,7.382762603,29.14604113,2,7.237875249
54,65,60,43,5.658169482,21.27936422,3,1.561418793
55,95,52,36,5.543360238,16.40426796,2,3.747581609
56,75,38,39,6.215109715,13.10490406,3,1.835565413
57,74,54,38,7.120272972,21.98743158,2,5.268051691
58,91,36,45,5.950647577,23.16205187,3,3.562903107
59,71,46,40,7.236705436,14.51048033,3,7.460449894
60,99,55,35,6.501697816,13.53853965,2,7.792042021
61,72,40,38,7.592490617,14.59236527,3,3.901738922
62,83,58,45,5.875345751,14.69697351,2,9.347480668
63,93,58,38,6.932400225,19.56912274,3,5.7807982
64,70,36,42,6.946209881,13.82585517,1,3.644763753
65,76,47,42,5.739175027,12.79855123,2,1.985335033
66,99,41,36,6.738652179,16.95235142,2,4.525618118
67,99,54,37,5.594819626,15.39395778,3,9.107231414
68,86,59,35,6.946636369,10.30866123,2,1.241607294
69,69,46,41,5.012139669,18.88068523,1,8.275411802
70,91,56,37,6.363472208,23.365153,1,4.595950251
71,61,52,41,6.880431223,18.82594598,1,2.775087902
72,67,45,38,7.300410836,26.4653712,3,9.76133822
73,79,42,37,6.587918708,28.47920875,2,6.496361728
74,78,43,42,7.283736617,26.95845815,3,8.959053348
75,75,54,36,7.023936392,12.69240526,2,5.711948512
76,97,36,45,6.939083505,21.74293462,1,3.05485295
77,67,47,44,7.868474653,11.75158593,1,7.95050085
78,73,35,38,5.005306977,16.51201015,3,2.62569313
79,77,36,37,6.136131869,29.61540432,3,1.171969895
80,81,41,38,7.524080076,25.61909631,2,5.675302325
81,68,57,43,5.706943251,19.69262826,1,4.292831894
82,72,45,35,5.758506323,11.8750269,1,1.329595616
83,61,53,43,6.349606327,28.76161115,2,9.609900647
84,67,43,39,5.999969026,16.74705514,2,2.357073293
85,67,58,39,5.453592032,12.61255202,2,1.40043228
86,66,60,38,6.372576327,28.29845444,1,1.978030142
87,82,43,38,5.105588355,27.21901118,2,6.07004278
88,84,50,44,5.935344406,17.88868382,1,3.940238366
89,81,53,42,5.17782304,25.94992794,1,3.270701597
90,91,50,40,6.462391607,12.5065753,1,6.972058539
91,93,53,38,7.069172227,28.25910002,2,7.699751399
92,90,44,38,7.473134377,13.91157578,2,6.676822838
93,81,45,35,6.158376967,10.66459661,3,5.786553038
94,78,40,38,7.549873681,17.12287615,1,2.710678978
95,60,51,36,6.028321558,16.19447291,2,4.388515721
96,88,46,42,6.604993475,23.81684774,2,4.551065767
97,93,47,37,6.500343222,27.74000908,1,9.145545239
98,60,55,45,5.935745417,11.52306557,3,1.283512423
99,78,35,44,7.072655622,14.77748236,2,2.054593533
100,65,37,40,5.333322606,28.96831048,2,9.39300925
101,71,54,16,5.749914421,28.15611424,2,8.563344115
102,61,44,17,6.931756558,20.07773569,2,8.453087186
103,80,43,16,6.657964753,15.37434847,1,1.08282559
104,73,58,21,6.596060648,27.03065827,1,5.081608308
105,61,38,20,5.970458434,26.64690297,3,2.367882778
106,68,41,16,6.158830619,16.91611572,3,7.960865246
107,93,41,17,6.047906679,23.18737758,1,9.169777905
108,89,60,19,5.913664501,23.96198765,3,6.035312524
109,76,44,17,5.855442401,25.43969222,2,8.104929797
110,67,60,25,5.750254943,18.81080995,2,3.287584989
111,70,44,19,5.852607099,18.35536638,3,3.243790608
112,90,49,21,6.472523287,15.47557541,3,1.034439939
113,62,52,16,6.967057762,28.81810743,2,4.311333352
114,92,44,16,6.082973754,16.51598934,3,3.699982789
115,66,54,21,5.919045532,20.22015916,1,1.632583203
116,63,58,22,6.204747653,29.56440922,1,1.17251688
117,70,47,17,6.600827017,20.02109254,2,6.401624076
118,61,41,17,6.021902237,29.56406578,2,4.87563866
119,66,53,19,6.033550195,17.77730801,3,6.419780586
120,74,55,19,6.28886807,28.36188305,3,2.640846092
121,77,57,21,6.550563823,25.08406623,2,6.71795463
122,99,50,15,5.573286437,16.48383177,2,6.918472122
123,74,56,22,6.829199275,10.55732789,3,5.316890645
124,83,45,21,5.716222912,20.70909764,2,9.290833683
125,100,48,16,5.54990242,21.22619486,2,2.366770897
126,79,51,16,6.586244581,26.55030087,2,8.410889148
127,94,39,18,5.893093135,19.78396891,3,3.340256732
128,75,49,15,5.918263801,13.36699853,1,4.107909746
129,78,48,22,5.588650585,11.76691167,3,7.131052626
130,87,54,20,6.576418207,20.70903959,2,1.451410966
131,87,35,25,6.178056304,12.02436514,1,9.090438413
132,63,43,19,6.641906353,10.82566771,1,8.290345463
133,84,57,25,6.489040367,10.31015108,3,7.908178585
134,64,35,23,5.680361038,25.9949388,1,5.89207343
135,60,46,22,6.625404348,16.11860233,1,9.110038221
136,98,44,21,6.524478032,16.1814756,1,7.406696247
137,75,56,18,5.696205468,15.50971961,3,9.441555379
138,86,55,21,6.803931519,25.40648231,1,7.539780824
139,98,35,18,6.252797548,22.69190531,2,6.160676197
140,76,57,18,6.092725883,28.78459201,3,1.54582547
141,99,56,17,6.234330356,14.69504496,3,9.333546192
142,60,44,23,5.722579819,17.6264287,1,8.579635315
143,74,48,17,6.430616465,25.58405607,3,3.747302982
144,89,60,17,5.983952675,24.39528013,2,1.133353992
145,69,51,23,6.80163854,22.42338642,2,1.402528083
146,96,46,22,6.499936446,14.48966526,2,3.178371541
147,61,60,15,6.265564338,21.2604145,3,4.640238747
148,74,58,18,6.727303282,25.00861028,2,4.610375789
149,74,43,23,6.325235159,27.45962738,2,9.254137837
150,63,43,17,6.807487794,28.43589067,1,1.662285212
151,99,36,20,6.671085817,25.40556138,2,4.56764004
152,77,36,23,6.648725327,28.44376992,1,1.957987265
153,87,60,23,6.439071996,17.17708781,3,5.375129377
154,60,38,17,6.474476516,20.86003941,1,3.246225076
155,94,54,17,5.871647806,20.17302945,2,3.814075767
156,95,38,22,5.730617109,27.24057149,2,4.42848842
157,84,44,21,5.850439831,25.75189006,2,7.232329331
158,77,58,19,5.791649933,14.63380587,3,1.21350705
159,66,44,20,6.740000688,18.41980355,1,4.517637344
160,63,35,16,6.272417541,11.81309399,1,4.246367203
161,79,45,20,5.715208817,20.04085224,3,1.946336142
162,72,60,25,5.773454729,18.10490215,2,8.915273024
163,67,51,24,5.584171461,29.26467352,3,8.769848379
164,86,36,24,5.787268394,19.33172556,2,9.406392646
165,76,48,18,5.77597783,16.3011147,1,2.006958576
166,75,53,18,6.864793607,15.48119602,3,3.909939612
167,81,45,23,6.192360003,26.57091351,3,8.673550763
168,73,45,21,6.636803223,15.55441258,1,2.183508104
169,71,35,24,5.826426917,15.74570394,3,2.869835784
170,96,54,22,6.960358276,17.36397118,2,9.324581466
171,99,39,18,6.11275104,16.24721556,2,7.534033871
172,62,48,20,6.708446922,18.87323059,1,9.308117936
173,86,37,16,5.561510732,24.7797316,1,8.784357099
174,94,50,19,5.873242491,15.79416858,3,8.371270673
175,76,39,24,6.995843776,15.11954628,1,4.043798907
176,77,52,17,5.714799723,11.78722993,3,3.189709418
177,74,39,23,6.78073637,27.32199653,3,7.310568444
178,81,49,20,5.513697923,13.14026877,1,3.278206564
179,63,42,21,5.798423908,17.31523562,2,1.955926065
180,99,38,21,6.352471866,25.15275199,1,4.224056381
181,90,52,25,6.822586546,21.98964007,2,4.599840118
182,68,40,19,6.655426355,24.61074581,3,4.231116657
183,60,57,24,6.121294041,23.85630017,2,7.947931522
184,71,52,18,5.790770203,24.41885752,3,4.257854168
185,61,59,17,6.47444292,22.22393867,1,7.015706358
186,88,38,15,6.455116637,14.87098839,2,3.576891356
187,65,60,22,6.606984086,15.39062702,2,7.741397001
188,78,37,22,6.330554389,25.52928577,1,4.996667305
189,78,58,15,6.528631266,21.41896953,1,9.321755245
190,92,60,23,5.721667141,29.79614445,2,7.763379453
191,79,59,17,6.644205485,22.52220633,1,6.831260209
192,91,55,15,6.376651091,22.16050305,1,4.08680504
193,76,51,18,6.247040422,25.20314857,1,7.055220949
194,87,48,25,6.656730008,10.82934021,3,2.519905146
195,71,60,22,6.2048017,26.51320155,2,7.035000809
196,90,57,24,6.158860284,14.20473307,2,9.399769904
197,67,35,22,6.385684214,14.64412261,1,1.979137247
198,60,54,19,6.417820493,27.44332828,2,8.568352692
199,83,58,23,6.381201909,23.87750584,3,5.080115728
200,83,57,19,6.877869005,11.31850016,1,2.878568751
201,40,72,77,7.485996067,17.88376965,2,4.175852139
202,23,72,84,6.920251378,27.05509318,3,3.549266341
203,39,58,85,5.996932037,10.3332805,3,9.379368393
204,22,72,85,6.391173589,19.18716958,2,3.1866846
205,36,67,77,7.152811172,17.39832428,3,1.791547618
206,32,73,81,5.988992796,17.3910546,3,9.925365521
207,58,70,84,6.231049028,11.86449935,2,4.925810774
208,59,70,84,7.550808267,20.80520695,2,4.286936211
209,42,62,75,7.010570541,16.85598983,1,8.710450464
210,28,74,81,8.753795334,28.19453455,2,6.056725289
211,58,66,79,8.718192847,16.37731499,3,7.386713057
212,43,66,79,7.976607593,18.64900555,3,5.365131183
213,58,63,81,6.515499549,16.22657404,1,9.552020014
214,23,62,85,8.490127142,25.46009127,3,8.63068534
215,27,62,77,6.576415562,16.66349434,3,3.520928706
216,28,72,84,6.481783043,25.13860271,1,3.694539823
217,50,56,76,7.966605025,18.0894405,3,7.204964915
218,39,71,84,8.140825437,17.54654753,1,8.300831404
219,25,78,76,7.228963452,10.38199088,2,5.48422194
220,31,70,77,6.492546046,26.23268612,2,8.59384123
221,26,80,83,7.528599957,21.29377485,2,5.542487018
222,25,68,77,7.701446446,21.9810452,2,4.941663538
223,31,78,76,8.519975748,10.13955949,1,6.153485073
224,60,68,83,6.620900869,21.16222366,1,4.967753296
225,59,62,83,8.104396058,29.24766609,1,9.283973811
226,22,67,78,6.204090835,12.74997831,1,7.738915753
227,36,65,80,6.051091339,19.9466052,2,1.584731903
228,59,60,84,7.690962338,28.16180046,2,1.290976798
229,54,77,85,7.829211144,14.94566796,2,9.448286238
230,43,68,81,6.761599706,29.54751947,2,9.970779401
231,28,76,82,6.654425315,25.71436068,2,2.339410956
232,42,79,85,6.129533877,18.75329669,3,2.823267395
233,32,60,83,8.829273328,19.77662735,1,5.054603038
234,22,78,76,8.621662982,25.01219433,1,4.13759273
235,31,79,75,8.204862075,23.16571629,1,7.705392049
236,28,58,81,6.18042747,12.15443798,2,4.599527856
237,57,58,77,7.978996755,11.48027053,1,1.307664395
238,49,55,78,7.863113671,27.45225702,3,5.062467374
239,46,76,77,6.967843048,13.26077622,1,9.022721388
240,54,61,77,6.206582193,24.21622414,1,5.127716827
241,38,60,76,8.868741443,29.99492906,2,3.97076239
242,59,55,79,8.766128654,27.08236324,3,4.068531778
243,36,76,75,8.736337905,20.39464286,2,4.618156634
244,57,68,81,8.081095263,22.79024215,3,8.342449189
245,35,66,81,6.138243973,18.08002499,3,7.338427891
246,35,64,78,7.496645259,22.78968891,3,6.942281547
247,52,60,79,8.380185271,14.9982515,3,4.937593045
248,27,76,83,6.289614016,21.54187146,3,5.067315382
249,57,60,84,6.586777189,26.77250274,1,4.795828413
250,52,68,78,6.89655198,24.62396625,1,7.346606374
251,43,79,79,7.806747656,26.38601641,3,7.273742513
252,44,74,85,7.150681303,19.62846269,2,7.636493633
253,24,55,78,6.64919573,18.53178644,2,6.108061461
254,29,77,75,7.778591618,21.7380142,2,9.068331969
255,20,60,78,6.358740355,22.03614472,3,5.030449827
256,56,67,78,8.255450758,21.05992582,1,4.3592664
257,37,66,85,6.456148474,24.82201787,1,4.403824979
258,49,71,76,6.613072145,29.94321144,2,3.590525304
259,59,69,80,8.165359297,29.02417271,2,1.29671609
260,20,79,77,7.64867466,11.66757974,3,7.20863349
261,24,56,85,6.545888558,21.80007414,1,3.657955697
262,51,72,75,7.104224797,18.06747603,2,5.797137149
263,57,73,85,7.358099622,24.03726884,3,1.071568011
264,22,64,82,6.4740245,14.23907604,1,8.829532226
265,52,73,79,7.840339389,11.82859375,3,2.696790801
266,29,75,75,7.064790365,15.89707197,3,2.171672195
267,44,59,78,7.599033472,19.94762132,2,8.745087331
268,41,69,82,6.715587232,28.25074113,1,9.644479873
269,52,56,85,6.81712422,11.65654719,1,3.92341263
270,34,76,80,7.985417393,29.97996598,3,1.103885982
271,42,74,83,7.545258424,27.39344659,2,2.396883578
272,34,71,79,7.728998197,26.47858197,1,6.682422762
273,27,73,79,7.354973451,26.67850111,3,7.079002207
274,30,70,79,7.313122235,19.73852999,2,8.556879435
275,57,57,75,7.785039076,28.38369943,3,5.52846458
276,27,79,82,6.307004923,13.3578993,2,6.218240962
277,32,71,85,6.403982316,26.94225129,1,4.011070489
278,31,76,82,7.599279991,12.77954673,3,3.935230716
279,33,75,84,7.217018459,27.09697209,1,4.729604374
280,47,80,77,7.561108006,28.90118048,3,1.734952507
281,54,62,80,7.489545074,13.32078806,3,4.59364702
282,47,79,78,6.609696734,27.29560443,1,4.040683196
283,35,57,83,7.476800943,12.97028447,2,7.870700527
284,53,73,77,7.325451279,28.48322121,3,5.746119021
285,45,61,78,6.489389282,22.84477059,3,2.216153033
286,37,78,79,7.786366322,14.90137644,2,2.17605795
287,30,75,81,6.408437886,11.28428784,1,7.725692892
288,37,55,82,8.423873703,16.86570586,1,1.795261804
289,53,65,76,8.719960893,13.24948354,1,5.148700455
290,22,60,85,7.811997977,11.53101954,1,9.357082804
291,60,61,78,6.317153205,11.10767377,3,7.662949766
292,42,67,77,7.114405288,15.17605479,2,1.085735798
293,39,76,76,8.135900726,22.35165871,1,9.950583146
294,35,63,76,7.714153038,22.8650622,1,7.242635842
295,30,65,82,7.103798069,10.75551347,3,2.548623351
296,57,56,78,8.861479668,24.77594599,3,6.803641433
297,48,65,78,7.861128148,26.67336073,1,3.831783912
298,36,56,83,7.4526709,13.83853316,1,1.037087949
299,40,58,75,7.168096055,16.84742757,3,9.7365569
300,49,69,82,7.26311855,11.81700807,1,6.85357036
301,13,60,25,5.68597166,27.51246858,2,8.676486787
302,25,70,16,5.759237003,24.963453,1,8.216576163
303,31,55,22,5.873171894,17.81973166,1,8.212299479
304,40,64,16,5.926676985,25.65188597,1,9.521419243
305,2,61,20,5.95561668,26.50412576,2,8.099101928
306,26,65,22,5.949949081,10.02426043,1,7.491014159
307,17,57,21,5.789214289,16.54119737,1,7.000254596
308,26,80,18,5.581021521,20.60363104,3,9.016377741
309,17,59,17,5.689858133,26.77461775,3,5.527089099
310,27,59,22,5.794158504,18.42593251,2,8.151395237
311,28,58,24,5.748190463,24.96403158,1,8.313992461
312,25,57,19,5.566522896,13.6654923,3,1.573109484
313,28,80,17,5.809419584,28.83260564,3,9.656784904
314,25,60,22,5.887263027,16.42780693,3,5.855922742
315,12,78,23,5.99812453,14.43304482,2,6.24873952
316,6,77,25,5.792744849,10.80576998,1,2.705917377
317,22,79,17,5.912289889,14.15168249,1,6.221452095
318,27,80,15,5.788386951,28.75197473,1,3.664391262
319,10,55,23,5.728233081,16.01711995,3,4.863938864
320,23,65,20,5.833940084,10.08056813,1,3.570995569
321,19,78,16,5.967533236,13.94424909,2,2.433998399
322,19,65,25,5.625096446,22.91372956,1,7.715514387
323,22,70,19,5.515615023,16.61675403,3,2.824327602
324,37,64,22,5.954665349,20.70705998,2,9.457081057
325,11,71,17,5.74644777,26.75969872,3,1.18194468
326,18,79,20,5.877347515,14.44241478,3,4.082531109
327,21,63,17,5.979973965,28.34269086,1,2.140843511
328,24,80,22,5.635993966,28.26949182,1,3.588286112
329,34,60,22,5.635231778,12.45355554,1,5.623478933
330,16,75,21,5.679224346,26.0892627,3,7.420667728
331,17,77,23,5.670062975,29.59891523,3,4.747525614
332,37,72,18,5.724242065,16.07108394,1,5.407496564
333,40,73,20,5.811314232,21.10292382,2,6.451715
334,9,77,17,5.783425416,25.96173164,2,7.202816296
335,1,62,23,5.607808432,22.59439815,2,6.815284278
336,33,59,22,5.946999529,11.96809601,1,5.972307286
337,23,59,19,5.852046999,29.11433232,3,7.240201948
338,6,62,22,5.824090984,15.1185455,2,8.548523897
339,25,63,20,5.502999119,24.5839907,3,9.249272351
340,7,79,23,5.821649914,16.47555297,1,5.378594805
341,8,72,17,5.711439256,16.2479939,3,9.579262264
342,27,64,15,5.514927264,29.87351889,1,5.274333424
343,28,66,23,5.99616119,19.8253219,3,7.097685324
344,32,57,18,5.695422863,26.76016642,3,7.564046966
345,27,56,22,5.833010958,27.76200272,3,5.036793552
346,17,77,24,5.568456899,26.19833581,1,6.445998706
347,0,65,15,5.645435626,20.47243452,1,6.595151564
348,13,72,21,5.821194486,16.07083495,1,7.463359112
349,34,60,23,5.659254981,15.69122623,2,1.467515845
350,9,80,19,5.945465949,21.35430384,2,2.203888834
351,11,72,20,5.951177452,12.02898106,3,4.645756933
352,3,67,24,5.520880014,22.44296686,3,3.067351354
353,35,69,23,5.578410206,18.43342368,2,2.854228613
354,3,77,25,5.608165195,13.94279098,3,6.720948591
355,23,62,19,5.609435128,17.94660423,3,8.643223232
356,22,71,17,5.509295379,18.92286218,2,2.452806053
357,31,79,25,5.902033406,10.9719197,1,7.072003085
358,34,59,18,5.744117663,26.56619086,3,2.651802006
359,12,63,17,5.717143397,17.61819506,2,1.959709309
360,27,56,20,5.542690119,21.35788302,2,9.114575768
361,7,63,24,5.858617867,23.46939654,2,4.37062844
362,24,67,22,5.618844277,15.4534912,2,7.603244919
363,11,71,24,5.606620346,11.89556111,2,5.167021691
364,37,74,15,5.582178402,24.54297529,3,4.748465461
365,25,76,24,5.56503533,24.83407741,2,3.203941447
366,34,66,17,5.889614577,21.17633235,2,1.414937682
367,20,69,15,5.934136378,17.77392555,2,8.006953865
368,37,65,16,5.683548308,29.08022753,2,1.580799995
369,18,74,15,5.70836603,20.43591068,2,1.698184856
370,4,67,25,5.948164454,29.67694233,3,1.013550522
371,37,56,25,5.774755144,23.90900736,1,4.87993102
372,5,59,15,5.97229163,19.89501031,1,6.819827788
373,11,61,21,5.532100554,16.61647633,1,3.983515965
374,22,80,20,5.669560726,28.89908882,1,6.081203707
375,12,61,19,5.655726817,26.16962611,2,5.361568684
376,5,74,21,5.591704014,18.355384,3,2.15533136
377,27,69,22,5.932323085,29.2824667,3,4.759096932
378,31,75,18,5.824208309,11.98311851,1,6.485329274
379,36,68,20,5.86442953,17.90691743,1,6.6389638
380,5,65,16,5.866744372,21.16189839,1,4.549911215
381,32,79,15,5.706198621,15.35307302,3,1.172777706
382,11,78,22,5.940546818,13.78806154,1,9.569986385
383,0,55,22,5.916779289,13.23421115,3,1.473041038
384,14,59,15,5.779090476,21.73783862,3,4.601718065
385,29,68,23,5.82738029,27.83763891,1,9.896542001
386,32,68,19,5.514234138,18.0111159,2,3.026468411
387,17,64,17,5.662699104,20.74348854,3,3.853073081
388,13,69,19,5.86390397,28.13378668,2,1.55683109
389,14,67,22,5.624690248,12.72275143,1,8.048016732
390,9,69,20,5.591560999,12.53112464,1,6.59530677
391,20,73,22,5.976312538,14.97724356,1,5.591420215
392,40,78,20,5.669236258,26.03836054,1,9.352098628
393,27,72,23,5.961934481,29.00728659,3,4.315769376
394,14,67,15,5.690065688,11.31636674,1,4.134180396
395,7,56,18,5.698371311,23.29133235,2,6.880011553
396,27,65,18,5.59503163,17.94671484,1,2.341066394
397,30,63,16,5.525904526,19.49093966,1,2.481153629
398,37,70,25,5.819403771,11.65378187,3,5.98234645
399,27,63,19,5.562201934,24.23069465,3,7.984621115
400,22,60,24,5.630664753,13.79975222,1,6.063635783
401,3,72,24,6.03160778,12.300797,2,5.483977498
402,40,59,23,5.269084669,21.69046997,1,1.524434806
403,33,73,23,5.985792703,27.20553611,2,4.317063119
404,27,57,24,6.09186275,11.83669256,2,8.276828901
405,10,79,18,5.624731338,11.47445631,2,2.131804657
406,30,75,25,6.446091759,19.6814945,3,1.310700463
407,40,70,20,5.623490043,29.61732803,1,8.10061738
408,38,55,19,5.864623352,28.14905763,1,4.631461339
409,35,58,20,5.761702519,20.5193475,3,2.617698003
410,38,61,21,4.696518678,13.22691111,1,8.662691299
411,33,58,24,5.269504214,17.03914693,2,2.341656294
412,16,56,17,7.445444883,17.31664461,3,4.80455049
413,31,72,17,5.833031708,18.97726762,1,1.412317537
414,16,80,20,7.339320929,24.37431787,3,6.670853814
415,27,72,17,6.347929353,10.1115762,3,1.991325404
416,40,62,19,4.697750704,23.84459184,3,8.601798475
417,18,58,16,4.962661422,22.34487535,3,7.809306664
418,3,68,16,4.964887857,10.83935443,1,1.961767824
419,26,67,24,5.642813116,19.8044379,1,7.485819467
420,16,70,20,5.6093956,11.92517721,3,7.204210577
421,24,63,19,4.681576043,28.00339269,1,4.360636825
422,9,76,25,5.70951224,20.60903529,2,8.025651541
423,16,55,19,6.413543781,14.99847936,2,8.435835337
424,28,75,21,6.007508163,29.46376186,1,3.026658084
425,16,71,24,4.946369874,19.44391426,1,1.83816746
426,24,70,21,5.517208078,29.57541026,3,1.547111369
427,38,72,21,5.902103172,25.24090114,1,9.469066962
428,9,66,21,5.719889876,26.39936214,1,7.786182019
429,34,56,17,4.548202098,28.96057125,1,8.679242146
430,1,76,19,6.669529416,12.42564521,2,4.604244357
431,6,69,19,4.750929218,23.8539152,3,5.141911661
432,26,73,21,4.946263888,18.17458206,2,4.774294234
433,27,61,18,5.266227032,27.23987878,3,2.640648368
434,27,71,23,7.10959773,10.82329304,1,7.07577905
435,36,61,21,5.617008201,17.17523126,1,4.648006134
436,17,73,18,5.632353113,12.198484,1,9.257502767
437,26,72,22,4.674941549,21.93074253,1,2.999914611
438,17,64,16,7.161797643,25.40139351,1,4.467365023
439,14,74,19,6.624966131,17.55046598,1,4.812143583
440,39,60,15,5.004074624,22.27373569,3,2.196702166
441,6,66,15,6.345806011,13.1042495,3,5.92293153
442,8,59,18,6.216814453,28.54397468,2,7.723628885
443,2,67,18,5.921666758,24.12416135,3,2.135078375
444,1,76,17,6.012719118,10.32221095,3,4.776103425
445,16,73,19,4.684079249,17.63277578,1,8.252554375
446,23,75,25,7.077170002,21.78762945,1,4.605787244
447,32,70,20,6.208843215,16.03465106,1,7.488783634
448,28,59,22,7.05181629,18.13409504,1,3.605138801
449,5,62,23,4.722222454,20.86970042,2,1.606656091
450,36,67,25,6.418062652,17.44667258,2,1.253117829
451,1,66,23,4.803564468,20.81712089,2,9.127032084
452,24,73,20,4.608695247,22.31779012,1,8.61886986
453,17,67,18,5.611510977,28.58456396,2,7.890303209
454,5,55,18,7.322097972,26.79830411,1,4.357972696
455,5,56,24,5.023115055,14.07641886,1,1.18052973
456,37,77,17,5.617122801,23.44738661,2,8.530714437
457,13,73,20,5.391560418,24.55603787,3,4.710101239
458,6,63,23,5.906596905,23.02625952,3,4.953195631
459,16,77,22,6.574209678,13.50344349,1,7.660880014
460,25,64,20,4.807776749,11.14442455,1,8.471443713
461,34,75,24,4.760038039,10.86129033,2,3.363621097
462,20,77,23,5.180271502,19.13500095,3,8.411286778
463,35,80,25,4.895927306,21.01508297,3,7.07698948
464,14,75,24,6.436160044,16.43634335,3,5.545189545
465,36,80,21,7.066087261,20.27335682,3,9.659051364
466,7,77,18,6.655918078,18.77264635,2,9.835521221
467,29,78,25,5.982854523,29.57944518,1,5.197559446
468,30,60,21,5.457871273,15.63924597,2,6.501549942
469,20,74,16,4.759490199,16.83072383,1,2.988959953
470,19,57,23,7.342409555,24.70216545,3,8.029519026
471,3,60,19,4.820788186,22.86168393,1,7.981198589
472,5,77,19,6.242052013,28.35204342,1,6.762815882
473,5,68,20,5.001038726,17.99085289,2,2.28983713
474,37,73,21,5.560224583,16.2440482,2,3.959330535
475,9,59,24,4.747352458,24.11837034,3,8.345998421
476,20,72,15,7.313517308,22.70398206,3,1.855746759
477,31,56,23,5.661826398,15.5072531,1,9.656202406
478,0,70,21,4.672437054,17.24511113,2,6.555414265
479,21,74,15,6.471862118,14.23962939,1,9.241203703
480,13,67,18,5.384762927,22.88054631,1,4.319519021
481,27,74,20,5.859813416,13.65159807,1,2.363133063
482,29,72,24,6.962386495,27.40851176,2,9.077972997
483,5,68,20,6.12166671,10.04419859,1,2.637351437
484,39,57,19,6.421748487,22.22834439,1,4.856109122
485,22,62,16,4.828936119,14.74565986,2,2.885249036
486,18,55,23,6.98571967,14.66714332,2,5.367992172
487,39,77,21,4.603563116,29.52571956,3,2.045314014
488,13,75,20,6.979540061,11.99450788,1,4.51943154
489,27,71,24,7.064973419,16.83308861,2,6.415453096
490,26,64,22,5.16516459,24.33724716,1,1.309266092
491,23,55,16,5.111488821,16.04643421,3,8.183942202
492,4,69,19,5.374358869,25.89265554,2,7.46151633
493,20,67,19,5.671419084,14.83185625,2,6.620653761
494,7,74,17,5.667419697,29.640272,2,4.903695084
495,17,64,18,6.07938452,13.45207675,1,5.062420688
496,35,71,17,6.931924963,19.72938815,2,2.580833583
