Weathers_ID,Temperature,Humidity,Rainfall,Sunlight_exposure,Wind_speed,CO2_concentration,Frost_risk
43,25.59704938,80.14509262,200.834898,8.766910374,8.119286467,401.0458892,88.25597963
44,23.83067496,84.81360127,298.5601175,6.605037156,15.55397091,437.1088966,36.92147305
45,26.31355498,82.36698992,265.5355937,9.817672791,9.747403754,368.0356909,15.5308587
46,24.8972823,80.52586088,183.6793207,7.719460462,18.6770593,407.8865853,10.35963279
47,24.958779,84.47963372,196.9560008,10.14681184,9.895260932,423.096271,18.33425108
48,23.24113501,84.59201843,233.0453455,11.91334986,11.20682824,392.4729764,3.006486697
49,21.66628296,80.70960551,210.8142087,8.62085821,7.996159946,373.4682793,95.62224628
50,24.63544858,80.41363018,253.7202781,7.029931525,14.43428125,420.6499543,11.03212483
51,23.43121862,83.06310136,219.9048349,7.16993109,7.12217378,409.3179307,40.45347159
52,20.0454142,80.3477562,208.5810155,9.518815469,4.538322563,446.2142259,41.29659021
53,23.85724032,82.22572988,195.0948311,8.706770212,8.006397243,364.4324681,62.3841117
54,21.97199397,81.89918197,227.3637009,9.694557135,14.75934637,359.3430404,49.99824388
55,26.22916897,83.83625819,286.5083725,9.506083981,9.96361333,410.9776458,36.90025767
56,23.44676801,84.79352417,283.9338466,10.10608178,17.37441874,420.6999516,78.33727244
57,25.65553461,83.47021081,217.3788583,8.364997215,6.42831241,372.5011977,73.14725206
58,24.44345477,82.45432595,267.9761948,11.57920146,0.763909874,414.9572079,83.25806597
59,20.2801937,82.1235421,191.9535738,10.07585415,19.27090892,419.8428193,10.48449811
60,21.7238313,80.2389895,277.9626192,9.153951849,17.43376305,399.2784064,32.65593194
61,20.41447029,82.20802629,245.1511304,10.99423928,1.789767906,393.2001557,20.92699427
62,25.75528612,83.51827127,245.6626799,10.09861248,16.10292342,425.2990992,74.35069868
63,20.61521424,83.77345559,279.5451717,8.962662838,17.59924761,430.7068862,30.76431714
64,21.84106875,80.72886384,202.3838319,9.139950659,13.32771115,366.1557467,77.93952678
65,20.08369642,83.29114712,263.6372176,8.493220515,14.79314574,361.0209157,66.24336098
66,24.45802087,82.74835604,182.5616319,10.01805039,14.27777481,401.1430305,23.65629262
67,21.14347496,80.33502926,198.6730942,9.361882068,2.648310642,353.1164709,23.25736837
68,25.78720567,82.11124033,243.5120414,7.191549351,8.510774775,401.4504766,1.911663948
69,23.64124821,80.28597873,263.1103304,10.83176702,15.84430833,428.4283883,43.3879302
70,23.43191632,80.56887849,269.5039162,10.63083043,7.055707865,431.4379476,58.59044998
71,24.97669518,83.891805,204.8001847,10.80594637,1.568283991,426.8298893,75.91396561
72,22.72791041,82.1706881,260.8875056,9.14361398,14.54169247,392.1453114,75.06507364
73,24.87300744,82.84022551,295.6094492,9.982401859,16.82079657,352.6022203,52.85013704
74,21.32376327,83.00320459,192.3197536,11.51302404,13.17162044,405.7932062,44.23937121
75,26.29465461,84.56919326,257.4914906,10.10738665,16.37026304,378.8827879,79.47985215
76,22.2286982,81.85872947,278.0791793,8.555142535,12.92163058,387.731186,3.715572739
77,26.73072391,81.78596776,280.4044392,7.738664535,8.817489638,416.6140622,62.49022738
78,24.88921174,81.97927117,185.9461429,10.91653777,2.841273671,391.0619312,48.72180391
79,26.88444878,81.46033732,194.5766559,6.98451038,2.26160401,442.4042944,34.56122926
80,22.67846116,83.72874389,200.9133156,7.693171089,9.809661027,417.5945282,91.77639502
81,26.08867875,80.37979919,182.9043504,10.20137177,1.107988582,424.7263249,65.28885967
82,25.42977518,82.94682591,195.3574542,9.966863661,1.393476354,359.4261704,33.10591165
83,26.40323239,81.05635517,223.3671883,10.21202542,5.06783018,387.7424629,57.30462165
84,26.04371967,84.96907151,186.7536773,11.32283935,3.009587967,365.8711172,60.26723564
85,25.2827223,80.54372813,220.1156708,8.168906404,16.11139813,361.3941934,75.56094196
86,22.08576562,83.47038318,231.7364957,9.381699484,17.49714909,371.3671498,62.23285165
87,23.28617173,81.43321641,242.3170629,5.569152368,17.03331181,405.5040918,63.60389797
88,25.48591986,81.40633547,182.6549356,8.449936908,10.59316154,388.4704743,79.19770373
89,23.67575393,81.03569343,233.7034975,11.85680928,6.485574932,415.9530824,64.53883908
90,20.82477109,84.1341879,230.2242223,10.6717713,4.410430125,396.4712495,52.18373865
91,26.92995077,81.91411159,290.6793783,6.378760463,18.90867635,352.4409811,57.55877859
92,23.83509503,83.88387074,241.2013513,6.990586093,18.16217499,380.0805206,98.19485079
93,26.52872817,80.12267476,218.9163567,10.30512372,1.980243795,383.2516615,12.09290507
94,26.46428311,83.85642678,248.2256491,8.443883261,3.377293532,399.372514,1.989143679
95,22.69657794,82.81088865,256.9964761,6.423891273,9.298748203,354.790996,31.9527204
96,22.68319059,83.46358271,194.2651719,5.122433172,13.97593584,357.5823937,48.16128033
97,21.53346343,82.14004101,295.9248796,5.429474149,7.130239309,449.1218921,90.86432427
98,21.40865769,83.3293191,287.5766935,6.462053282,18.37165819,392.9445046,8.729263909
99,26.54348085,84.67353597,183.6222657,6.996839173,14.83450265,388.5297715,19.91881758
100,23.35905428,83.59512273,188.413665,10.33915069,11.05668321,421.0235609,55.35620493
101,22.61359953,63.69070564,87.75953857,10.45766016,14.63514584,418.1292074,61.72390607
102,26.10018422,71.57476937,102.2662445,10.28985964,12.84198823,365.4848925,6.80155675
103,23.55882094,71.59351368,66.71995467,6.339511863,0.095734746,418.9747088,77.92887286
104,19.97215954,57.68272924,60.65171481,6.344720978,16.29883251,409.4140462,67.65339695
105,18.47891261,62.69503871,65.43835393,6.945164306,17.6680332,422.2249571,44.14887002
106,21.77689322,57.80840636,102.0861694,9.282074793,5.541549681,427.2914501,64.89237361
107,25.6217169,66.50415474,105.4654703,10.01862975,19.11508391,361.9329795,2.800504151
108,25.19192419,66.6902901,78.06639649,7.974367761,12.40660051,375.0466957,47.86273639
109,20.41683147,62.5542482,65.27798457,8.128670502,11.34243797,365.603628,13.02112936
110,24.92162194,66.78627406,109.2162279,7.355747703,4.952370142,410.5604998,62.70727288
111,23.31689124,73.4541537,94.29712821,9.938918604,10.70675035,394.4056602,66.24277217
112,24.84016732,68.3584573,74.05474936,11.28543692,13.77391153,366.4956707,31.91445608
113,22.27526694,58.84015925,63.87020584,9.363113314,6.868265821,362.5184062,17.86729936
114,18.87751445,65.76816093,94.76189431,9.54149215,5.342120631,411.5608583,67.76069582
115,25.19008683,60.2001687,72.12375573,7.423576256,19.14571854,351.6591447,52.42581981
116,18.25405352,55.28220433,63.72358154,11.19298514,6.478686876,357.8076384,14.99456617
117,24.6129118,70.4162444,104.1626147,10.77222852,12.04576264,392.7139043,64.72764248
118,25.1420613,65.26185135,76.68456006,9.571397394,12.4210206,395.6082094,4.413343089
119,23.09348056,60.1159381,65.49730729,8.139861891,15.69418458,394.984592,57.63680063
120,18.05033737,62.89366992,84.23613484,7.681525713,18.63277518,380.7963324,49.73906723
121,24.9321581,73.80435276,79.74078719,10.39712399,15.48485448,386.8619028,73.17456536
122,18.14710054,71.09445342,88.07753741,9.379188922,16.88292085,371.8112028,42.23117352
123,18.28362235,66.65952796,80.97573281,10.83192583,17.98808005,364.6793402,46.4752708
124,18.83344471,58.75082029,79.7532896,9.89174412,0.002869983,435.2843445,49.55472891
125,25.71895816,67.22190688,74.51490791,11.94740528,13.94758059,431.9805904,82.44241545
126,25.33797709,68.49835977,96.46380213,11.91125547,12.72537471,417.6657457,72.44831092
127,23.89114571,57.48775781,102.8301942,10.33504287,14.65783855,414.8819147,61.85552094
128,21.53574127,71.50905983,102.4852929,5.212174171,0.435166968,393.0346069,9.174379746
129,23.08974909,63.10459626,70.43473609,10.02693326,1.131060427,374.7561367,84.83276097
130,25.61707368,63.4711755,108.8303762,11.92522922,0.787709812,402.9487954,52.21101503
131,21.44526922,63.1621551,65.88951188,7.025473919,9.636454276,437.6674881,76.41745343
132,18.51816776,55.53128131,90.988051,11.59372881,15.77052003,360.1340385,97.22599821
133,22.53510514,67.99257471,64.40866039,5.321100794,12.3311079,393.3839594,20.84317516
134,23.02038334,61.89472002,63.03843397,7.929225231,6.930290325,391.6898361,88.01318655
135,24.89364635,65.61418761,87.9298085,9.354922882,5.655700626,390.8242423,46.7568887
136,25.77175115,74.089114,107.4931917,7.139734067,15.37759481,380.3692119,76.81332346
137,19.39851734,62.35750641,60.95197486,5.693955811,11.44069074,403.2726883,97.46042299
138,21.54156232,59.64024162,109.7515385,5.421761268,13.95379633,422.9332074,48.45018632
139,23.79746068,74.82913698,91.76337172,7.985708925,5.310167614,431.1193254,1.292525891
140,18.9802729,74.52600826,94.26249353,10.55004741,10.82320772,449.6986956,32.85175196
141,24.10859207,73.13112261,71.07562236,8.677477728,12.64711527,428.6027602,93.11862384
142,24.7947077,70.04556743,76.72860067,10.16616221,6.967887725,366.4128541,10.72321818
143,21.63162756,60.27766379,69.21803098,8.843296434,3.353474748,424.6763097,42.82098612
144,25.37548751,57.21025565,101.7004306,5.585151225,12.19361382,397.4477448,39.83028497
145,22.21738222,72.85462807,106.6213157,11.8403312,7.247076082,420.9445595,1.835130773
146,20.58314011,69.00128641,66.29390357,10.19123093,6.263832316,437.9304509,30.93760591
147,24.87502824,68.74248334,91.26056654,7.077418011,18.38791522,444.7979525,46.60229566
148,20.03728219,56.35606753,109.024141,8.50813317,11.60552382,417.0069817,60.18168395
149,25.95263264,61.89082199,99.57981207,7.886227116,10.12515364,393.7830109,87.90359433
150,19.28889933,65.47050802,71.3195307,5.280586264,11.56801353,411.3180857,37.65267992
151,20.57981887,65.34583901,78.34604471,9.201812197,17.26621287,352.7645761,25.79387959
152,24.71417533,56.73426469,88.45361858,10.10600991,18.90717371,354.6669245,8.233446457
153,20.27317074,63.91281869,62.50351892,5.8174623,8.715019816,430.724221,76.39186277
154,18.41932981,64.23580251,76.41312437,9.470855172,13.71894693,385.2710083,46.64749573
155,23.39128187,61.74427165,107.3198135,5.311372445,2.148343142,387.5190857,37.40208753
156,19.84939404,61.24500053,100.7689246,10.28180388,17.99456688,422.4579099,10.09105251
157,21.869274,61.91044947,107.2681929,5.097418919,14.51739234,429.3851954,49.48635681
158,22.8056033,56.50768935,101.5952794,9.954512638,3.175390523,421.1541811,64.453668
159,19.0781471,69.02298571,80.72515943,10.19609968,14.58083481,395.0214147,65.24624992
160,22.02720976,65.35549924,83.73280082,6.036377526,10.23540314,412.9796765,78.44525778
161,23.80546189,59.24537979,89.9622014,9.795782083,3.486653635,361.7889226,49.07034325
162,18.52510753,69.0276233,88.10234397,8.233334953,3.138300671,436.4542997,79.35478134
163,23.50297882,61.32026065,64.77791424,11.72332799,1.311725496,370.4720044,17.05577726
164,26.54986394,72.89187265,73.33636055,8.041045784,19.15137594,390.852391,80.47478615
165,19.29563411,69.63481219,83.21030571,10.95872036,17.95663202,363.026758,48.36953464
166,20.68899915,59.4375337,103.651438,7.95841554,3.343960821,421.3026168,67.94038248
167,19.32666088,68.034493,84.22969177,5.187140972,6.686084,377.5855723,60.99821377
168,24.60532218,73.58868502,96.59195302,7.663928218,14.59940131,448.0666473,18.15346073
169,22.27373646,59.52193158,67.96704792,8.523533078,15.55250412,369.1809943,7.521921937
170,25.70196694,61.33450447,83.20711308,8.128524498,6.881733232,386.2676118,81.82954559
171,19.20129357,68.30578978,87.85092352,8.592736669,19.14323711,426.647776,21.84938064
172,21.70181447,60.47470519,95.71388473,6.748551127,17.67573775,403.7226708,49.36646071
173,20.51716779,59.21235483,67.61013737,11.12215985,14.85995298,366.9931265,7.374460105
174,23.30355338,73.62548442,97.59081274,6.683881118,3.954434061,435.568206,95.28385817
175,24.2547451,55.64709899,64.23845455,8.456038633,4.804740482,424.6786166,55.53001223
176,24.86374934,65.7420046,75.82270467,5.892793308,12.59276778,448.9233137,39.94250333
177,22.6265115,65.77472881,88.17251033,11.19379019,7.629118354,352.9048807,8.061131524
178,18.04185513,60.61494304,104.2321615,10.19660798,3.483211553,397.4356175,38.3123582
179,23.26237612,72.33125523,67.10225139,7.849243177,4.095620811,365.4540672,16.36278638
180,22.88330922,71.59722446,67.72777298,8.371245021,14.48123233,415.7635746,3.13062943
181,25.97482359,69.36385721,103.2234212,10.34248407,16.58366488,442.5406299,89.5131308
182,26.14384005,66.20569924,107.2361366,6.174129144,9.881363276,418.1281008,4.53536338
183,18.66116213,61.55327249,75.03247667,7.266250392,3.060514275,406.4379211,11.76135292
184,25.10787449,55.97732754,78.16077693,10.55189189,12.40338822,366.0808226,89.5613964
185,23.33844615,59.24580604,105.0083144,9.928580902,14.5787459,387.5294137,68.86234029
186,25.08239719,65.92195844,62.49190812,8.714014557,13.27122846,422.0594786,99.18628928
187,25.36768364,72.52054555,107.9124111,11.34260562,13.22841089,408.2629919,31.12959254
188,25.34217103,63.31801994,74.52082026,8.274307625,16.00044434,449.1137029,33.96147442
189,25.00933355,67.816568,62.91359494,7.381552115,14.920389,382.7387502,36.59740104
190,18.66746724,71.516474,69.93293255,9.157163231,8.015793974,370.5752005,68.43907762
191,20.37999665,63.73849998,108.5054416,9.026710982,11.16376041,377.1710347,44.73949871
192,18.09300227,72.61024172,78.96159541,9.293838829,1.451010014,429.0615905,67.90228914
193,26.16985907,71.96246617,79.84925393,6.433505948,15.85709417,357.1869299,10.01723524
194,18.65396672,61.37879671,93.62039175,11.10019078,17.25430693,418.1622369,16.90776363
195,26.07470121,59.37147589,85.75692395,11.59773809,14.28539847,424.2189782,34.16548715
196,18.92851916,72.80086137,82.34162918,7.511533174,2.905776711,357.4744616,31.02451133
197,23.30546753,63.24648023,108.7603001,5.673489469,5.60058123,442.152463,40.3958516
198,18.74826712,62.49878458,70.23401597,7.022775828,19.39889214,427.4913304,45.15901145
199,19.74213321,59.66263104,65.50861389,8.630778876,18.83424164,357.1150807,91.71148311
200,25.73044432,70.74739256,98.73771338,11.43562637,7.367576323,356.0946197,25.96151634
201,17.02498456,16.98861173,88.55123143,11.450265,4.008740762,395.2805562,88.5992361
202,19.02061277,17.13159126,79.92698081,11.87830884,2.815813463,416.798725,10.03302387
203,17.88776475,15.40589717,68.54932919,9.04109645,18.26306122,386.1343575,81.63991032
204,18.86805647,15.65809214,88.51048983,10.86260623,12.99782766,351.4241212,21.00468699
205,18.36952567,19.56381041,79.26357665,8.922137134,5.893234491,358.1794687,90.47890613
206,20.45078582,15.40312102,92.68373702,7.319758148,12.36564398,409.7098921,18.19032303
207,20.6543203,16.60820843,74.6631118,8.081814024,14.87844798,370.4081609,38.3566292
208,17.3348681,18.74926979,82.61734721,6.061224858,9.744177629,410.0611703,75.23177872
209,18.17912258,18.90426935,81.84997529,10.89863049,18.71792456,363.1426364,76.09638379
210,18.01272266,18.30968112,81.98568791,11.02021716,0.77999688,447.0634882,53.22983104
211,20.99373558,19.33470387,93.55280105,7.635890092,9.43744556,425.5362394,81.5563433
212,19.46233971,15.22538951,74.58565097,8.678865602,7.768842036,392.4232434,45.73089975
213,19.81344531,14.69765308,78.96514709,7.228760683,7.443739948,410.8708709,37.4639306
214,18.97424756,19.5161216,80.7108745,8.79022104,0.859432702,350.6622024,4.679212127
215,18.19737048,14.71070537,70.18185181,11.79822728,16.23998215,447.0371357,63.82922923
216,18.72963144,19.18197264,71.58010169,6.405853888,2.02057073,391.6857927,1.23394382
217,20.99502153,19.8601304,73.50734019,5.381545148,6.614383741,417.6517752,3.007494112
218,20.28155898,16.39535215,82.52339655,10.42165068,19.69377817,398.7713768,49.23509262
219,17.48042641,15.7559405,66.96980581,8.906908007,3.50202546,391.4503142,55.02836478
220,20.88818675,14.32313811,90.46228334,6.77349533,2.425666746,360.0131127,3.027441128
221,17.08498521,16.14565756,71.31007253,11.45131527,9.412980647,449.1563024,48.01280467
222,20.09340593,15.11279612,85.74904898,8.018334119,10.39969372,361.5517261,33.31988911
223,17.57212145,14.99927489,89.31050665,10.55476522,18.26301541,363.8349608,18.86338552
224,19.12065218,18.43475844,85.52950164,10.40719782,6.778676685,427.2144432,1.933926946
225,18.57665902,19.22008229,72.94940441,5.305895938,15.46774919,363.2005448,37.49928518
226,17.16606398,14.42457525,72.32667516,5.253313913,8.100957867,435.321848,45.04181595
227,18.2872007,16.67921616,74.87445574,11.59541878,17.22929785,416.1453279,60.33628078
228,19.03025305,18.66725565,94.70992037,5.358608403,11.40066338,438.4098402,74.9325176
229,17.1418614,17.0662427,83.74606679,6.323744635,6.741236944,350.9962152,73.98641368
230,17.47809436,17.93253975,78.92060234,10.92321133,3.761839387,405.7312925,99.51482648
231,20.56601874,14.25803981,83.75937135,10.15340488,6.063440971,381.3442114,0.054911321
232,17.22385224,15.82069268,76.57580954,6.570016163,6.712612112,367.3591475,64.58871538
233,19.69141713,19.44225438,91.76071648,10.7501099,4.695382678,389.4241112,53.25354332
234,17.84851658,19.09172907,76.32470713,10.00164603,11.7078212,379.8787572,68.8301344
235,18.8202251,16.1074793,89.73119396,7.453287233,8.154860996,401.0335581,67.16875836
236,17.47500984,16.54314829,93.35034262,6.78958706,16.67206807,396.1329715,64.45630232
237,18.72649425,17.58406365,81.20176515,8.983284085,6.388832413,436.5363175,89.18276046
238,18.65580107,16.17772668,81.70769297,8.888531866,14.39143305,418.8553487,33.50878857
239,18.2356751,19.68538502,83.74879344,8.617777167,3.834026294,402.0965808,84.68987868
240,18.81198127,15.21618225,77.5429424,6.709050051,17.37497704,414.3662136,77.24484683
241,18.65054116,17.80852431,77.92798682,11.58089389,8.083998948,381.4319784,34.91009768
242,20.36720401,16.89574311,82.2545577,9.781067602,10.68357329,412.4025684,83.35936422
243,18.38120357,16.63805158,70.52056697,10.54323752,2.634082692,427.4450898,4.330072295
244,17.17012591,17.30457712,72.78624223,7.622832633,13.27721781,370.4175794,47.47925301
245,19.37101121,15.77458129,85.24819851,11.88527563,3.285410402,432.5100928,98.95133932
246,17.92845928,14.27327988,85.37378769,8.819669835,12.09481971,386.6132604,2.055823881
247,19.45339934,18.23490739,75.6317566,5.104412431,10.16187217,360.4512677,93.85456718
248,19.12829388,14.92241479,89.61857826,9.293249155,14.58571596,384.2576645,30.33852796
249,19.1034283,17.26184541,75.49101167,10.74922772,19.82204234,408.3103542,63.08895744
250,17.48504075,16.96070581,86.05078037,8.109775352,9.509722212,424.1117933,35.02275927
251,19.40751744,18.98030507,80.25064637,6.450882076,1.154925018,442.7906872,85.10389334
252,20.18649426,19.63719995,78.26039559,11.97687867,17.70093623,414.3377381,4.442606008
253,17.30287885,15.15405941,75.57790384,6.809877242,4.945121311,430.1162597,4.512774067
254,17.50361137,15.48083156,72.9446671,6.001035253,13.04769661,396.7579188,94.38621335
255,18.17234999,14.70085967,90.7760707,11.56034656,8.21698746,395.7146885,62.23013222
256,17.57445618,16.71826572,77.81891424,9.253516854,3.164669299,423.9537523,20.17326554
257,20.93175255,18.91295403,78.06910795,6.279108826,13.93773164,402.3813582,72.36117606
258,19.71098332,17.63879418,85.57925437,5.552101442,15.35782332,404.2258599,86.22439988
259,19.07937684,17.86754927,69.40619137,9.49797947,5.169953303,387.4626468,72.59603353
260,18.54988627,16.02542689,76.32565249,8.362777405,13.02173388,399.6497103,39.24336209
261,18.19903647,17.41333199,80.6405403,9.9757823,6.182987465,400.3889374,45.34785001
262,18.88852533,14.99451145,80.1113384,9.113804473,16.18919854,388.0564189,95.35553532
263,18.49311205,14.72115044,91.94595352,7.385095763,15.69074911,353.5487277,39.92528091
264,19.48974337,17.17260319,87.51312796,7.166337739,9.035475584,364.1550525,72.85928563
265,17.25769499,18.74943955,94.00287214,10.37741133,4.345740564,439.9036742,17.8992692
266,19.62416326,18.71483156,88.4585692,10.6920517,2.514835215,444.8943044,79.35040093
267,20.67526473,19.85388984,84.78344008,5.065803046,12.10350334,444.8153222,12.42331701
268,20.02381489,16.63294455,68.97806542,6.91830061,7.133930572,371.7952684,23.9488808
269,20.1187446,14.44228303,88.68168643,10.48227577,15.71176752,364.3128827,48.7991937
270,20.65691793,15.84572566,65.23811143,5.467036466,14.21316252,394.818214,94.73458253
271,19.2582557,14.2804191,65.78042032,9.602328609,12.27302049,415.5909006,56.84241005
272,17.927806,15.85622899,74.63872762,8.966390791,5.328551804,392.7086849,29.53459247
273,19.16288268,15.83500655,82.69766829,8.181205352,19.14716249,353.8579364,61.19287521
274,20.26942271,19.96978871,69.64449182,10.81564759,0.038107267,378.495421,88.28464864
275,17.09104223,18.25142068,87.27444866,10.27768333,14.72741855,389.1446567,15.8310808
276,17.06579293,17.54024066,70.87150577,6.742360603,10.57759812,400.5607296,9.496897999
277,20.62767492,14.44008871,92.06630306,5.605193698,19.35669503,441.3225446,97.5400609
278,20.8248451,17.85057083,79.20509212,9.997515346,4.70954592,421.8805448,53.07589838
279,19.46210401,18.72831993,68.81405149,11.13978076,4.29079894,372.8985321,95.02981038
280,17.18248372,16.42891834,72.85017344,6.194122277,7.28659022,407.5843319,71.01680188
281,17.48911699,16.39055394,79.45758333,8.286798382,17.70990947,365.2646258,44.19784944
282,17.48395377,14.76014523,65.11365631,9.313509897,5.51274668,441.1628245,69.321935
283,19.48316794,17.44534641,80.4986291,7.748139292,9.13463714,436.4433439,16.36092241
284,19.71359733,18.09665739,73.64476535,10.16746639,18.91028374,383.315535,65.18168545
285,19.48649305,16.06240074,81.5284269,8.671086426,15.88642785,421.3965293,9.489527803
286,19.95264829,14.82633099,88.6810311,8.870745426,16.31154679,353.41805,27.07844364
287,19.41789736,16.80472243,68.4951189,6.692229385,15.0730567,416.2721851,75.26848304
288,19.45591848,18.02235902,78.44910564,5.453685934,14.22018802,366.7393558,82.91241153
289,20.19137759,16.41998269,77.33795356,6.277641897,16.12995647,449.2043746,34.64980437
290,18.8392908,14.74071856,94.78189594,8.719907737,10.95381277,385.6878335,45.01060714
291,20.71219282,19.83643308,94.03659867,11.32962181,13.37876285,377.5738891,51.76465909
292,18.99424448,15.9362937,78.69707199,6.507387069,12.09206459,372.1267454,30.92092747
293,19.96837462,15.57324389,69.15759062,6.705466282,6.854969554,379.6650931,95.71311968
294,17.81564548,17.60756635,90.82097601,8.562131836,12.37534193,445.5145992,44.14971997
295,20.71424384,15.27824066,76.77888672,5.103020707,6.329701225,417.74626,37.58653143
296,17.34150229,18.75626255,67.9545435,8.892864786,6.670941764,406.9590441,24.14803782
297,17.43732714,14.33847406,73.0926704,7.53207631,14.43593832,416.7643496,57.71875865
298,18.89780215,19.76182946,69.09512477,11.09052568,9.135163916,385.3779531,97.91862092
299,18.59190771,14.77959596,89.60982451,8.956935728,13.81397283,386.4246741,47.78046587
300,18.31561493,15.36143547,81.78710463,9.983741398,3.725516431,351.0027853,40.62316203
301,17.13692774,20.59541693,128.256862,9.517638659,5.079438168,426.6788016,0.889860064
302,19.63474332,18.90705639,106.3598183,6.231957786,19.7553973,352.2272106,97.72894798
303,22.91350245,21.33953114,109.225556,9.820474928,4.074698875,409.8125316,76.76771874
304,16.43340342,24.24045875,140.3717815,7.690638876,9.566861978,396.4342703,93.89634677
305,22.13974653,23.02251117,76.64128258,6.882398076,5.003979277,353.2220331,71.97717209
306,17.84806561,18.77621951,143.0984171,7.985858575,2.334916088,426.1520027,44.00618661
307,19.88394011,20.31564139,60.91974792,9.801117924,7.0216441,350.2325156,42.74779388
308,19.32509638,23.3334788,104.7783947,8.103856083,18.20238989,428.9131703,96.61824407
309,18.4167001,23.42829938,132.9801054,8.691696276,16.65817997,423.0591501,32.91534826
310,21.81167649,23.20591245,130.0608093,10.14725454,14.87113366,377.45792,8.095278373
311,19.72702528,18.28173015,143.7630894,6.647306473,3.585270022,391.4819159,91.68471638
312,17.15432954,19.87070659,87.99669731,6.863102875,14.360847,436.6565186,4.432372028
313,19.62207826,18.67170854,144.1567454,7.298363081,19.37008975,387.7356878,23.27854096
314,21.63149148,21.17919701,134.3649948,11.42577634,0.791644398,441.7842486,24.38321519
315,16.06522754,18.72479695,88.06638775,6.712534135,14.86621373,398.2655886,18.36143056
316,20.61162204,24.36314135,69.63833855,6.061166628,8.84160717,389.2394648,40.42392133
